nprobe,QPS,Recall@10
500,9185.17,0.6295
1500,5501.45,0.852
2500,5626.27,0.9175
3500,4441.04,0.948
4500,3201.26,0.963
5500,2704.37,0.972
6500,2708.76,0.9765
7500,2274.7,0.978
8500,1570.36,0.98
9500,1361.94,0.9825
10500,1400.14,0.984
11500,1651.28,0.9845
12500,1928.57,0.9845
13500,863.337,0.9845
14500,1234.97,0.9855
15500,1309.98,0.9855
16500,837.147,0.9855
17500,847.621,0.986
18500,743.125,0.986
19500,663.784,0.986
20500,1413.62,0.986
21500,1152.88,0.9855
22500,1094.71,0.9855
23500,979.915,0.9855
24500,918.228,0.9855
25500,1103.66,0.9855
26500,968.18,0.9855
27500,859.898,0.9855
28500,830.234,0.9855
29500,821.192,0.9855
30000,794.422,0.9855
