nprobe,QPS,Recall@10
500,4958.41,0.974
1500,6085.42,0.974
2500,4486.6,0.974
3500,6314.39,0.974
4500,6051.27,0.974
5500,4107.81,0.974
6500,6851.91,0.974
7500,5250.77,0.974
8500,10340.6,0.974
9500,5831.1,0.974
10500,10275.8,0.974
11500,10956.4,0.974
12500,7442.84,0.974
13500,2481.33,0.974
14500,4183.62,0.974
15500,5230.76,0.974
16500,5283.76,0.974
17500,6842.31,0.974
18500,3948.59,0.974
19500,6880.99,0.974
20500,6225.73,0.974
21500,8416.21,0.974
22500,6923.03,0.974
23500,5088.85,0.974
24500,3706.78,0.974
25500,4470.17,0.974
26500,2603.45,0.974
27500,2464.35,0.974
28500,3398.12,0.974
29500,4553.25,0.974
30000,2899.84,0.974
