nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.94,3356.94
1500,3356.77,3356.77
2500,3356.91,3356.91
3500,3356.73,3356.73
4500,3356.99,3356.99
5500,3356.83,3356.83
6500,3356.94,3356.94
7500,3356.9,3356.9
8500,3356.79,3356.79
9500,3356.82,3356.82
10500,3356.81,3356.81
11500,3356.88,3356.88
12500,3356.77,3356.77
13500,3356.8,3356.8
14500,3356.86,3356.86
15500,3356.97,3356.97
16500,3356.79,3356.79
17500,3356.78,3356.78
18500,3356.8,3356.8
19500,3356.95,3356.95
20500,3356.77,3356.77
21500,3356.72,3356.72
22500,3356.68,3356.68
23500,3356.87,3356.87
24500,3356.82,3356.82
25500,3356.95,3356.95
26500,3356.81,3356.81
27500,3356.67,3356.67
28500,3356.89,3356.89
29500,3356.93,3356.93
30000,3356.8,3356.8
