nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3477.82,3477.82
1500,3477.84,3477.84
2500,3477.75,3477.75
3500,3477.88,3477.88
4500,3478.12,3478.12
5500,3478.15,3478.15
6500,3477.95,3477.95
7500,3478.11,3478.11
8500,3478.11,3478.11
9500,3478.02,3478.02
10500,3478.06,3478.06
11500,3478.04,3478.04
12500,3478.01,3478.01
13500,3478.09,3478.09
14500,3477.98,3477.98
15500,3478,3478
16500,3477.76,3477.76
17500,3478.02,3478.02
18500,3477.95,3477.95
19500,3478.16,3478.16
20500,3478.02,3478.02
21500,3477.9,3477.9
22500,3477.82,3477.82
23500,3477.96,3477.96
24500,3477.92,3477.92
25500,3477.99,3477.99
26500,3478,3478
27500,3478.07,3478.07
28500,3478.04,3478.04
29500,3478.02,3478.02
30000,3477.95,3477.95
