nprobe,QPS,Recall@10
500,3389.91,0.9805
1500,1579.3,0.985
2500,886.182,0.985
3500,682.021,0.985
4500,488.467,0.985
5500,494.545,0.985
6500,507.703,0.985
7500,507.247,0.985
8500,462.679,0.985
9500,462.51,0.985
10500,467.512,0.985
11500,507.677,0.985
12500,349.747,0.985
13500,500.213,0.985
14500,471.239,0.985
15500,455.77,0.985
16500,449.241,0.985
17500,501.143,0.985
18500,510.278,0.985
19500,497.894,0.985
20500,506.879,0.985
21500,507.229,0.985
22500,481.561,0.985
23500,504.145,0.985
24500,481.062,0.985
25500,502.091,0.985
26500,506.155,0.985
27500,504.941,0.985
28500,499.232,0.985
29500,503.808,0.985
30000,506.413,0.985
