nprobe,QPS,Recall@10
500,6811.27,0.976
1500,7410.1,0.976
2500,6304,0.976
3500,6305.4,0.976
4500,6284,0.976
5500,6350.38,0.976
6500,6928.91,0.976
7500,6257.73,0.976
8500,6378.65,0.976
9500,6283.72,0.976
10500,6269.01,0.976
11500,6263.47,0.976
12500,6238.73,0.976
13500,6293.17,0.976
14500,6280.92,0.976
15500,6297.78,0.976
16500,6326.8,0.976
17500,6264.48,0.976
18500,6268.08,0.976
19500,6104.28,0.976
20500,7551.45,0.976
21500,6773.04,0.976
22500,6797.54,0.976
23500,6503.42,0.976
24500,6328.28,0.976
25500,6361.01,0.976
26500,6335.73,0.976
27500,6650.16,0.976
28500,6239.33,0.976
29500,6232.35,0.976
30000,6256.49,0.976
