nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1276.14,1276.14
1500,1276.16,1276.16
2500,1275.87,1275.87
3500,1275.89,1275.89
4500,1276.19,1276.19
5500,1275.98,1275.98
6500,1276.11,1276.11
7500,1276.19,1276.19
8500,1275.9,1275.9
9500,1276.16,1276.16
10500,1276.19,1276.19
11500,1276,1276
12500,1275.98,1275.98
13500,1275.79,1275.79
14500,1276.07,1276.07
15500,1276.2,1276.2
16500,1276.1,1276.1
17500,1276.16,1276.16
18500,1275.98,1275.98
19500,1276.2,1276.2
20500,1275.93,1275.93
21500,1276.18,1276.18
22500,1276.23,1276.23
23500,1276.1,1276.1
24500,1276.07,1276.07
25500,1276.07,1276.07
26500,1276.01,1276.01
27500,1275.79,1275.79
28500,1275.89,1275.89
29500,1275.95,1275.95
30000,1276.19,1276.19
