nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.83,1030.83
1500,1030.67,1030.67
2500,1030.63,1030.63
3500,1030.66,1030.66
4500,1030.67,1030.67
5500,1030.57,1030.57
6500,1030.42,1030.42
7500,1030.68,1030.68
8500,1030.73,1030.73
9500,1030.71,1030.71
10500,1030.83,1030.83
11500,1030.5,1030.5
12500,1030.63,1030.63
13500,1030.81,1030.81
14500,1030.77,1030.77
15500,1030.55,1030.55
16500,1030.72,1030.72
17500,1030.71,1030.71
18500,1030.44,1030.44
19500,1030.57,1030.57
20500,1030.69,1030.69
21500,1030.65,1030.65
22500,1030.75,1030.75
23500,1030.68,1030.68
24500,1030.75,1030.75
25500,1030.76,1030.76
26500,1030.58,1030.58
27500,1030.77,1030.77
28500,1030.68,1030.68
29500,1030.66,1030.66
30000,1030.62,1030.62
