nprobe,QPS,Recall@10
500,8323.57,0.9765
1500,9289.59,0.976
2500,6965.88,0.976
3500,5597.16,0.976
4500,5380.28,0.976
5500,14898.8,0.976
6500,5768.66,0.976
7500,7180.97,0.976
8500,3885.89,0.976
9500,9048.21,0.976
10500,9611.04,0.976
11500,8462.75,0.976
12500,9591.58,0.976
13500,25008.7,0.976
14500,5655.76,0.976
15500,27844.5,0.976
16500,5648.18,0.976
17500,8485.06,0.976
18500,9147.89,0.976
19500,7509.29,0.976
20500,23888.7,0.976
21500,8406.89,0.976
22500,9567.04,0.976
23500,4745.84,0.976
24500,23608.8,0.976
25500,7129.54,0.976
26500,10829.3,0.976
27500,8706.46,0.976
28500,7098.36,0.976
29500,9346.25,0.976
30000,9780.93,0.976
