nprobe,QPS,Recall@10
500,5457.75,0.971
1500,5171.65,0.984
2500,2592.53,0.9845
3500,2065.94,0.9845
4500,2594.11,0.9845
5500,2099.68,0.9845
6500,2165.13,0.9845
7500,2047.13,0.9845
8500,2398.97,0.9845
9500,2289.93,0.9845
10500,2808.42,0.9845
11500,2239.72,0.9845
12500,2447.32,0.9845
13500,1975.75,0.9845
14500,2108.56,0.9845
15500,2169.53,0.9845
16500,2331.49,0.9845
17500,2240.86,0.9845
18500,2519.31,0.9845
19500,1955.96,0.9845
20500,2321.16,0.9845
21500,1909.1,0.9845
22500,2429.17,0.9845
23500,2494.51,0.9845
24500,2787.62,0.9845
25500,2317.86,0.9845
26500,2110.06,0.9845
27500,2250.52,0.9845
28500,1770.89,0.9845
29500,2475.65,0.9845
30000,2406.25,0.9845
