nprobe,QPS,Recall@10
500,30857.5,0.2285
1500,6323.32,0.5055
2500,5452.17,0.6425
3500,4944.47,0.728
4500,3807.03,0.7935
5500,2966.78,0.834
6500,2132.41,0.8695
7500,2121.19,0.893
8500,2255.02,0.9075
9500,2475.33,0.9185
10500,2154.14,0.9275
11500,1727.32,0.94
12500,1638.39,0.9495
13500,1501.19,0.9545
14500,1472.33,0.9605
15500,1262.63,0.9635
16500,1156.5,0.967
17500,998.237,0.9695
18500,1063.77,0.971
19500,999.16,0.9735
20500,873.616,0.976
21500,880.565,0.9765
22500,886.944,0.9785
23500,834.343,0.9795
24500,842.589,0.98
25500,869.134,0.9805
26500,731.354,0.9805
27500,668.435,0.981
28500,425.769,0.9815
29500,501.773,0.982
30000,686.948,0.982
