nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1275.85,1275.85
1500,1276.1,1276.1
2500,1275.96,1275.96
3500,1275.91,1275.91
4500,1276.13,1276.13
5500,1275.91,1275.91
6500,1276.07,1276.07
7500,1276.23,1276.23
8500,1276.21,1276.21
9500,1276.2,1276.2
10500,1276.05,1276.05
11500,1275.93,1275.93
12500,1275.98,1275.98
13500,1276.03,1276.03
14500,1276.1,1276.1
15500,1275.77,1275.77
16500,1276.24,1276.24
17500,1276.09,1276.09
18500,1275.85,1275.85
19500,1276.15,1276.15
20500,1276.07,1276.07
21500,1276.14,1276.14
22500,1276.05,1276.05
23500,1276.11,1276.11
24500,1276.11,1276.11
25500,1276.12,1276.12
26500,1276.19,1276.19
27500,1276.14,1276.14
28500,1275.93,1275.93
29500,1276.03,1276.03
30000,1276.14,1276.14
