nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.06,1019.06
1500,1019,1019
2500,1019.09,1019.09
3500,1019.01,1019.01
4500,1018.98,1018.98
5500,1019.04,1019.04
6500,1019.17,1019.17
7500,1018.98,1018.98
8500,1019.04,1019.04
9500,1019.15,1019.15
10500,1019.21,1019.21
11500,1019.17,1019.17
12500,1018.93,1018.93
13500,1019.21,1019.21
14500,1018.89,1018.89
15500,1019.09,1019.09
16500,1018.87,1018.87
17500,1018.93,1018.93
18500,1018.95,1018.95
19500,1019.13,1019.13
20500,1018.92,1018.92
21500,1019.13,1019.13
22500,1019.02,1019.02
23500,1018.92,1018.92
24500,1019.23,1019.23
25500,1019.06,1019.06
26500,1018.98,1018.98
27500,1019.17,1019.17
28500,1019.06,1019.06
29500,1019.06,1019.06
30000,1019.14,1019.14
