nprobe,QPS,Recall@10
500,2324.56,0.939
1500,797.628,0.9815
2500,673.86,0.9825
3500,513.785,0.983
4500,418.138,0.983
5500,349.514,0.983
6500,304.592,0.983
7500,311.944,0.983
8500,303.309,0.983
9500,307.355,0.983
10500,307.664,0.983
11500,304.108,0.983
12500,304.407,0.983
13500,304.46,0.983
14500,304.754,0.983
15500,303.23,0.983
16500,307.944,0.983
17500,288.785,0.983
18500,308.927,0.983
19500,303.447,0.983
20500,306.51,0.983
21500,297.913,0.983
22500,308.657,0.983
23500,293.447,0.983
24500,299.774,0.983
25500,301.813,0.983
26500,306.542,0.983
27500,272.344,0.983
28500,305.304,0.983
29500,304.762,0.983
30000,291.956,0.983
