nprobe,QPS,Recall@10
500,12010.6,0.976
1500,52686,0.976
2500,9579.47,0.976
3500,9195.48,0.976
4500,6239.07,0.976
5500,11172.5,0.976
6500,7593.39,0.976
7500,11098.2,0.976
8500,16408.3,0.976
9500,11137.1,0.976
10500,10987.6,0.976
11500,13844,0.976
12500,16377.8,0.976
13500,10988.3,0.976
14500,10796.1,0.976
15500,29597.2,0.976
16500,10806.7,0.976
17500,16300.1,0.976
18500,11304.8,0.976
19500,5358.88,0.976
20500,9844.56,0.976
21500,9865.14,0.976
22500,11435.7,0.976
23500,11733.4,0.976
24500,11226.7,0.976
25500,25481.9,0.976
26500,48072.7,0.976
27500,49119.5,0.976
28500,17432.9,0.976
29500,11877.8,0.976
30000,10752.2,0.976
