nprobe,QPS,Recall@10
500,3493.66,0.2508
1500,1909.75,0.4697
2500,1271.41,0.5845
3500,916.911,0.6603
4500,743.203,0.7141
5500,629.035,0.7554
6500,541.851,0.7878
7500,484.547,0.8135
8500,429.338,0.8349
9500,394.137,0.851
10500,357.324,0.8679
11500,333.562,0.8801
12500,305.276,0.8908
13500,287.507,0.901
14500,266.939,0.9096
15500,251.879,0.9174
16500,236.682,0.9252
17500,227.331,0.9317
18500,213.535,0.9361
19500,203.378,0.9411
20500,195.243,0.9459
21500,185.294,0.9495
22500,179.45,0.9522
23500,170.4,0.955
24500,163.29,0.9577
25500,158.998,0.96
26500,152.8,0.9616
27500,147.924,0.9631
28500,143.176,0.9647
29500,137.914,0.9667
30000,134.274,0.9676
