nprobe,QPS,Recall@10
500,3293.5,0.5998
1500,1716.18,0.8255
2500,1122.07,0.9012
3500,824.026,0.9382
4500,660.339,0.9573
5500,563.934,0.9665
6500,494.947,0.9736
7500,435.425,0.9779
8500,398.191,0.981
9500,362.523,0.9831
10500,330.436,0.9842
11500,303.197,0.9847
12500,288.091,0.9858
13500,267.011,0.9863
14500,255.489,0.9864
15500,238.633,0.9867
16500,228.259,0.9868
17500,214.72,0.9869
18500,203.829,0.987
19500,192.763,0.987
20500,184.58,0.9869
21500,174.935,0.9869
22500,167.639,0.9869
23500,161.916,0.9869
24500,157.322,0.9869
25500,150.243,0.9869
26500,143.608,0.9869
27500,140.134,0.9869
28500,136.336,0.9869
29500,133.808,0.9869
30000,132.167,0.9869
