nprobe,QPS,Recall@10
500,1994.29,0.978
1500,1996.23,0.978
2500,2008.67,0.978
3500,1998.35,0.978
4500,2011.29,0.978
5500,2010.75,0.978
6500,2004.21,0.978
7500,2012.02,0.978
8500,2012.01,0.978
9500,2007.63,0.978
10500,2006.93,0.978
11500,1989.72,0.978
12500,2000.52,0.978
13500,2013.66,0.978
14500,2002.57,0.978
15500,1994.09,0.978
16500,1979.16,0.978
17500,2002.41,0.978
18500,1981.19,0.978
19500,2006.84,0.978
20500,1987.43,0.978
21500,1983.63,0.978
22500,1967.88,0.978
23500,2004.08,0.978
24500,1948.48,0.978
25500,2002.13,0.978
26500,1993.74,0.978
27500,1978.48,0.978
28500,638.517,0.978
29500,990.256,0.978
30000,882.46,0.978
