nprobe,QPS,Recall@10
500,49582.8,0.9805
1500,9350.78,0.9805
2500,9735.36,0.9805
3500,6978.03,0.9805
4500,6014.11,0.9805
5500,7035.22,0.9805
6500,16071,0.9805
7500,7170.3,0.9805
8500,6112.01,0.9805
9500,10593.5,0.9805
10500,4713.86,0.9805
11500,6993.39,0.9805
12500,7820.07,0.9805
13500,3180.34,0.9805
14500,16749.4,0.9805
15500,7220.29,0.9805
16500,6585.44,0.9805
17500,7895.55,0.9805
18500,10977.1,0.9805
19500,16597.5,0.9805
20500,7451.83,0.9805
21500,4546.83,0.9805
22500,6762.96,0.9805
23500,6150.67,0.9805
24500,6415.59,0.9805
25500,7037.2,0.9805
26500,16187.1,0.9805
27500,15743.7,0.9805
28500,4645.5,0.9805
29500,6241.74,0.9805
30000,7630.38,0.9805
