nprobe,QPS,Recall@10
500,77500.9,0.94049
1500,70556,0.98351
2500,49988.9,0.98513
3500,42532.8,0.98516
4500,37305.6,0.98517
5500,30974.7,0.98517
6500,36019.6,0.98517
7500,33784.6,0.98517
8500,32062.2,0.98517
9500,23805.7,0.98517
10500,24187.6,0.98517
11500,22355.5,0.98517
12500,27473.1,0.98517
13500,27607.8,0.98517
14500,27868,0.98517
15500,27789.3,0.98517
16500,29199.5,0.98517
17500,31159,0.98517
18500,28837.5,0.98517
19500,27555.2,0.98517
20500,28356.1,0.98517
21500,27226.9,0.98517
22500,26040.7,0.98517
23500,28261.5,0.98517
24500,27809.3,0.98517
25500,28828.8,0.98517
26500,28755.5,0.98517
27500,26962,0.98517
28500,29201.2,0.98517
29500,31571.5,0.98517
30000,29893.4,0.98517
