nprobe,QPS,Recall@10
500,6116.62,0.6295
1500,3597.44,0.852
2500,2513.22,0.9175
3500,1937.91,0.948
4500,1221.1,0.963
5500,1204.54,0.972
6500,1046.66,0.9765
7500,823.692,0.978
8500,792.306,0.98
9500,610.76,0.9825
10500,573.952,0.984
11500,560.576,0.9845
12500,532.837,0.9845
13500,384.481,0.9845
14500,362.014,0.9855
15500,296.661,0.9855
16500,318.705,0.9855
17500,295.097,0.986
18500,445.064,0.986
19500,428.173,0.986
20500,414.034,0.986
21500,391.938,0.9855
22500,379.979,0.9855
23500,365.68,0.9855
24500,352.041,0.9855
25500,340.159,0.9855
26500,323.449,0.9855
27500,316.362,0.9855
28500,305.656,0.9855
29500,293.603,0.9855
30000,291.043,0.9855
