nprobe,peak_memory_before_MB,peak_memory_after_MB
500,99.875,99.875
1500,99.8047,99.8047
2500,100.066,100.066
3500,99.8125,99.8125
4500,100.027,100.027
5500,99.9375,99.9375
6500,99.9258,99.9258
7500,99.7852,99.7852
8500,100.102,100.102
9500,100.113,100.113
10500,99.8242,99.8242
11500,99.9258,99.9258
12500,100.117,100.117
13500,99.9531,99.9531
14500,100.078,100.078
15500,99.9414,99.9414
16500,100.016,100.016
17500,99.8633,99.8633
18500,99.7617,99.7617
19500,100.098,100.098
20500,99.8008,99.8008
21500,99.8008,99.8008
22500,100.129,100.129
23500,99.9492,99.9492
24500,100.117,100.117
25500,99.9883,99.9883
26500,99.9531,99.9531
27500,100.059,100.059
28500,99.8984,99.8984
29500,100.098,100.098
30000,99.8711,99.8711
