nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.3,7505.3
1500,7505.02,7505.02
2500,7505.11,7505.11
3500,7504.93,7504.93
4500,7505.05,7505.05
5500,7505.18,7505.18
6500,7504.93,7504.93
7500,7504.89,7504.89
8500,7504.98,7504.98
9500,7504.81,7504.81
10500,7505.11,7505.11
11500,7505.17,7505.17
12500,7505.05,7505.05
13500,7505.08,7505.08
14500,7505.24,7505.24
15500,7505.28,7505.28
16500,7505.03,7505.03
17500,7505,7505
18500,7505.13,7505.13
19500,7505,7505
20500,7504.93,7504.93
21500,7505.09,7505.09
22500,7505.17,7505.17
23500,7505.21,7505.21
24500,7505.18,7505.18
25500,7505.05,7505.05
26500,7505.14,7505.14
27500,7505.13,7505.13
28500,7505.08,7505.08
29500,7505.23,7505.23
30000,7504.92,7504.92
