nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1276,1276
1500,1276.2,1276.2
2500,1276.27,1276.27
3500,1275.91,1275.91
4500,1276.12,1276.12
5500,1276.17,1276.17
6500,1276.01,1276.01
7500,1275.91,1275.91
8500,1276.09,1276.09
9500,1276.18,1276.18
10500,1275.97,1275.97
11500,1276.15,1276.15
12500,1276.03,1276.03
13500,1276.14,1276.14
14500,1276.21,1276.21
15500,1276.07,1276.07
16500,1276.02,1276.02
17500,1276,1276
18500,1276.21,1276.21
19500,1276.09,1276.09
20500,1275.79,1275.79
21500,1276.08,1276.08
22500,1276.04,1276.04
23500,1275.98,1275.98
24500,1276.07,1276.07
25500,1276.16,1276.16
26500,1276.01,1276.01
27500,1275.89,1275.89
28500,1275.87,1275.87
29500,1276.04,1276.04
30000,1276.07,1276.07
