nprobe,QPS,Recall@10
500,18885,0.931
1500,6678.77,0.9832
2500,4665.04,0.9838
3500,3336.43,0.9838
4500,3703.43,0.9838
5500,3500.51,0.9838
6500,3641.02,0.9838
7500,3539.43,0.9838
8500,3500.19,0.9838
9500,3504.49,0.9838
10500,3544.95,0.9838
11500,3413.2,0.9838
12500,3691.75,0.9838
13500,3617.23,0.9838
14500,3120.55,0.9838
15500,3141.65,0.9838
16500,2762.7,0.9838
17500,2734.46,0.9838
18500,2702.85,0.9838
19500,2807.6,0.9838
20500,2795.48,0.9838
21500,2786.46,0.9838
22500,2602.61,0.9838
23500,2619.53,0.9838
24500,2646.79,0.9838
25500,2629.27,0.9838
26500,2816.2,0.9838
27500,2858.7,0.9838
28500,2826.12,0.9838
29500,2840.16,0.9838
30000,2825.91,0.9838
