nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.293,93.293
1500,93.4688,93.4688
2500,93.4102,93.4102
3500,93.4766,93.4766
4500,93.3555,93.3555
5500,93.4609,93.4609
6500,93.5117,93.5117
7500,93.3477,93.3477
8500,93.6133,93.6133
9500,93.5977,93.5977
10500,93.4766,93.4766
11500,93.5352,93.5352
12500,93.293,93.293
13500,93.5039,93.5039
14500,93.2969,93.2969
15500,93.5469,93.5469
16500,93.2695,93.2695
17500,93.5508,93.5508
18500,93.4688,93.4688
19500,93.4922,93.4922
20500,93.6484,93.6484
21500,93.3945,93.3945
22500,93.6172,93.6172
23500,93.375,93.375
24500,93.4766,93.4766
25500,93.332,93.332
26500,93.5742,93.5742
27500,93.4961,93.4961
28500,93.4922,93.4922
29500,93.5508,93.5508
30000,93.4883,93.4883
