nprobe,QPS,Recall@10
500,10189.1,0.94049
1500,7558.53,0.98351
2500,5978.38,0.98513
3500,4648.41,0.98516
4500,4078.1,0.98517
5500,3819.06,0.98517
6500,3250.57,0.98517
7500,3008.19,0.98517
8500,2832.27,0.98517
9500,2481.76,0.98517
10500,2358.29,0.98517
11500,2289.57,0.98517
12500,2360.11,0.98517
13500,2242.1,0.98517
14500,2212.43,0.98517
15500,2366.25,0.98517
16500,2187.61,0.98517
17500,2428.16,0.98517
18500,2318.4,0.98517
19500,2329.16,0.98517
20500,2358.05,0.98517
21500,2350.39,0.98517
22500,2447.22,0.98517
23500,2461.77,0.98517
24500,2285.11,0.98517
25500,2412.22,0.98517
26500,2282.83,0.98517
27500,2498.2,0.98517
28500,2274.96,0.98517
29500,2323.62,0.98517
30000,2292.76,0.98517
