nprobe,QPS,Recall@10
500,82869.8,0.45817
1500,52409.5,0.72871
2500,41236.4,0.82914
3500,31401.6,0.88073
4500,26004,0.91116
5500,22159.2,0.93065
6500,17438.6,0.94452
7500,16573.9,0.95439
8500,14591.6,0.96189
9500,13308.9,0.96752
10500,12117,0.97133
11500,11579.1,0.97415
12500,10275.3,0.97643
13500,9618.6,0.97837
14500,8408.98,0.98014
15500,8569.4,0.98114
16500,7658.72,0.98214
17500,7269.78,0.98297
18500,6782.51,0.98366
19500,6471.65,0.98413
20500,6147.15,0.98452
21500,6123.02,0.9848
22500,5837.82,0.98514
23500,5600.65,0.98542
24500,5364.41,0.98562
25500,5168.65,0.98573
26500,4740.68,0.98594
27500,4420.35,0.98607
28500,4505.64,0.98615
29500,4410.69,0.98625
30000,4167.22,0.98629
