nprobe,QPS,Recall@10
500,2176.53,0.967
1500,1015.81,0.9785
2500,692.116,0.9785
3500,584.6,0.9785
4500,548.042,0.9785
5500,550.004,0.9785
6500,539.436,0.9785
7500,531.971,0.9785
8500,538.649,0.9785
9500,477.856,0.9785
10500,459.487,0.9785
11500,537.784,0.9785
12500,501.991,0.9785
13500,467.854,0.9785
14500,474.733,0.9785
15500,502.178,0.9785
16500,316.142,0.9785
17500,228.41,0.9785
18500,513.125,0.9785
19500,447.347,0.9785
20500,527.519,0.9785
21500,500.028,0.9785
22500,523.897,0.9785
23500,535.708,0.9785
24500,547.302,0.9785
25500,301.32,0.9785
26500,266.785,0.9785
27500,270.047,0.9785
28500,243.401,0.9785
29500,206.923,0.9785
30000,196.251,0.9785
