nprobe,QPS,Recall@10
500,88628.5,0.63482
1500,52392.9,0.84292
2500,33625.1,0.90666
3500,28537.8,0.93606
4500,23702.5,0.95207
5500,17875.9,0.96258
6500,17770.4,0.96943
7500,14000.4,0.97404
8500,13056.1,0.97705
9500,11879,0.97915
10500,11089.4,0.98077
11500,10426.3,0.98194
12500,9129.46,0.98279
13500,8884.25,0.98362
14500,7951.55,0.98413
15500,7893.73,0.98452
16500,6851.17,0.9848
17500,6373.62,0.98512
18500,5824.04,0.98524
19500,5583.01,0.98543
20500,5248.5,0.9856
21500,5101.6,0.98572
22500,5026.65,0.98582
23500,4992.03,0.98588
24500,4627.4,0.98597
25500,4315.86,0.98597
26500,4279.87,0.98598
27500,4154.26,0.98602
28500,3865.18,0.98604
29500,3835.42,0.98604
30000,3909.4,0.98604
