nprobe,QPS,Recall@10
500,77266.1,0.71441
1500,47770,0.90551
2500,35633.3,0.95274
3500,27330.8,0.96925
4500,19229.1,0.97734
5500,19060.3,0.98106
6500,15847.8,0.98316
7500,14205.3,0.9843
8500,12022.2,0.98498
9500,12583.6,0.98535
10500,11597.3,0.98566
11500,10709.7,0.98584
12500,8879.73,0.98592
13500,8232.11,0.98594
14500,8038.78,0.98598
15500,7546.64,0.986
16500,7016.01,0.98602
17500,6268.4,0.98603
18500,6099.61,0.98603
19500,5923.43,0.98604
20500,5685.42,0.98605
21500,5443.71,0.98605
22500,5057.4,0.98605
23500,5493.74,0.98605
24500,4967.82,0.98605
25500,4445.97,0.98605
26500,4050.61,0.98605
27500,4133.14,0.98605
28500,4109.03,0.98605
29500,4253.89,0.98605
30000,3918.59,0.98605
500,129620,0.71513
1500,47476.3,0.90594
2500,33433.6,0.95209
3500,29542.2,0.96937
4500,24624.3,0.97775
5500,20364.1,0.98118
6500,16849.1,0.98317
7500,13056,0.98418
8500,12332.4,0.98493
9500,11156.8,0.98532
10500,10065.4,0.98559
11500,9725.99,0.9858
12500,8962.91,0.98589
13500,8398.41,0.98601
14500,7603.6,0.98603
15500,7124.48,0.98603
16500,6926.64,0.98605
17500,6491.62,0.98606
18500,6092.72,0.98606
19500,5863.34,0.98606
20500,5562.42,0.98606
21500,5243.49,0.98606
22500,4943.96,0.98606
23500,4783.23,0.98606
24500,4608.41,0.98606
25500,4357.9,0.98606
26500,4130.17,0.98606
27500,4006.66,0.98606
28500,3745.43,0.98606
29500,3649.17,0.98606
30000,3788.98,0.98606
