nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.5938,93.5938
1500,93.5938,93.5938
2500,93.5312,93.5312
3500,93.582,93.582
4500,93.4062,93.4062
5500,93.5312,93.5312
6500,93.625,93.625
7500,93.2617,93.2617
8500,93.2656,93.2656
9500,93.4844,93.4844
10500,93.1953,93.1953
11500,93.5625,93.5625
12500,93.4961,93.4961
13500,93.3945,93.3945
14500,93.5039,93.5039
15500,93.4062,93.4062
16500,93.418,93.418
17500,93.5234,93.5234
18500,93.3555,93.3555
19500,93.5781,93.5781
20500,93.4023,93.4023
21500,93.4844,93.4844
22500,93.418,93.418
23500,93.4023,93.4023
24500,93.4766,93.4766
25500,93.3086,93.3086
26500,93.5156,93.5156
27500,93.6484,93.6484
28500,93.3711,93.3711
29500,93.4648,93.4648
30000,93.5742,93.5742
