nprobe,QPS,Recall@10
500,36276.9,0.98056
1500,29840.3,0.98056
2500,29412.2,0.98056
3500,29939.7,0.98056
4500,29489,0.98056
5500,35242.3,0.98056
6500,28843.1,0.98056
7500,28755.7,0.98056
8500,29337.5,0.98056
9500,29762.3,0.98056
10500,28898.6,0.98056
11500,30218.7,0.98056
12500,30182.2,0.98056
13500,30236.6,0.98056
14500,29274,0.98056
15500,30433.4,0.98056
16500,29256.8,0.98056
17500,28869.4,0.98056
18500,29565.9,0.98056
19500,29772.3,0.98056
20500,29202.3,0.98056
21500,29084.7,0.98056
22500,35003.4,0.98056
23500,29965.9,0.98056
24500,28784.4,0.98056
25500,29258.7,0.98056
26500,33310.5,0.98056
27500,28358.3,0.98056
28500,29549.2,0.98056
29500,31654.3,0.98056
30000,32231.5,0.98056
