nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.5352,93.5352
1500,93.4922,93.4922
2500,93.5352,93.5352
3500,93.4336,93.4336
4500,93.3359,93.3359
5500,93.582,93.582
6500,93.4805,93.4805
7500,93.5938,93.5938
8500,93.4219,93.4219
9500,93.5938,93.5938
10500,93.418,93.418
11500,93.4297,93.4297
12500,93.5039,93.5039
13500,93.4688,93.4688
14500,93.4219,93.4219
15500,93.4961,93.4961
16500,93.5586,93.5586
17500,93.5352,93.5352
18500,93.6562,93.6562
19500,93.3516,93.3516
20500,93.5977,93.5977
21500,93.3672,93.3672
22500,93.3359,93.3359
23500,93.375,93.375
24500,93.5352,93.5352
25500,93.6211,93.6211
26500,93.375,93.375
27500,93.332,93.332
28500,93.4062,93.4062
29500,93.375,93.375
30000,93.4922,93.4922
