nprobe,QPS,Recall@10
500,91328.4,0.71429
1500,51368.2,0.90606
2500,40385.7,0.95211
3500,28151.5,0.9695
4500,23138.1,0.9775
5500,18774.5,0.98129
6500,15678.6,0.98348
7500,13917.8,0.98459
8500,12154.6,0.98507
9500,12271.9,0.98552
10500,10775.1,0.9858
11500,8904.75,0.98599
12500,8830.89,0.98609
13500,8166.31,0.98615
14500,7809.94,0.98622
15500,7496.98,0.98624
16500,6801.63,0.98625
17500,6433.94,0.98628
18500,6254.4,0.98628
19500,5520.11,0.98629
20500,5333.22,0.98629
21500,5230.43,0.98629
22500,4965.61,0.98629
23500,4531.98,0.98629
24500,4588.68,0.98629
25500,4539.87,0.98629
26500,4363.82,0.98629
27500,4144.7,0.98629
28500,4077,0.98629
29500,3783.42,0.98629
30000,3822.94,0.98629
