nprobe,QPS,Recall@10
500,11014.5,0.45817
1500,7878.7,0.72871
2500,6119.48,0.82914
3500,4972.5,0.88073
4500,4240.72,0.91116
5500,3622.93,0.93065
6500,3171.73,0.94452
7500,2876.01,0.95439
8500,2589.93,0.96189
9500,2337.21,0.96752
10500,2153.65,0.97133
11500,1990.62,0.97415
12500,1830.63,0.97643
13500,1739.96,0.97837
14500,1616.29,0.98014
15500,1532.73,0.98114
16500,1445.65,0.98214
17500,1366.55,0.98297
18500,1301.37,0.98366
19500,1243.64,0.98413
20500,1186.11,0.98452
21500,1125.7,0.9848
22500,1085.32,0.98514
23500,1042.28,0.98542
24500,994.057,0.98562
25500,959.459,0.98573
26500,924.891,0.98594
27500,889.956,0.98607
28500,849.981,0.98615
29500,826.378,0.98625
30000,813.701,0.98629
