nprobe,QPS,Recall@10
500,11849.8,0.15183
1500,8765.93,0.35246
2500,6955.31,0.45352
3500,5724.84,0.51523
4500,4959.87,0.55903
5500,4312.69,0.59293
6500,3824.92,0.61932
7500,3398.87,0.64189
8500,3052.38,0.66227
9500,2817.42,0.6789
10500,2589.07,0.69391
11500,2390.42,0.70691
12500,2240.1,0.7184
13500,2094.27,0.7288
14500,1974.94,0.73887
15500,1869.17,0.74779
16500,1762.26,0.75623
17500,1673.31,0.76417
18500,1600.59,0.77176
19500,1525.1,0.77868
20500,1457.82,0.78513
21500,1387.16,0.79119
22500,1340.67,0.79685
23500,1287.67,0.80193
24500,1240.92,0.80725
25500,1190.69,0.81209
26500,1157.34,0.81639
27500,1115.18,0.82069
28500,1080.99,0.82511
29500,1040.15,0.82931
30000,1027.37,0.83094
