nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.67,1111.67
1500,1111.95,1111.95
2500,1111.66,1111.66
3500,1111.76,1111.76
4500,1111.78,1111.78
5500,1111.87,1111.87
6500,1111.52,1111.52
7500,1111.92,1111.92
8500,1111.94,1111.94
9500,1111.92,1111.92
10500,1111.72,1111.72
11500,1111.89,1111.89
12500,1111.79,1111.79
13500,1111.79,1111.79
14500,1111.93,1111.93
15500,1111.89,1111.89
16500,1111.82,1111.82
17500,1111.85,1111.85
18500,1111.73,1111.73
19500,1111.65,1111.65
20500,1111.82,1111.82
21500,1111.98,1111.98
22500,1111.92,1111.92
23500,1111.89,1111.89
24500,1111.6,1111.6
25500,1111.95,1111.95
26500,1111.98,1111.98
27500,1111.86,1111.86
28500,1111.89,1111.89
29500,1111.79,1111.79
30000,1111.77,1111.77
