nprobe,QPS,Recall@10
500,12499.1,0.63275
1500,9877.71,0.84797
2500,8176.21,0.92108
3500,6990.2,0.95485
4500,6080.01,0.97075
5500,5350.79,0.97843
6500,4784.21,0.98215
7500,4334.28,0.98379
8500,3946.68,0.98449
9500,3620.2,0.98487
10500,3324.54,0.98493
11500,3083.92,0.98491
12500,2942.11,0.98491
13500,2909.04,0.98491
14500,2930.53,0.98491
15500,2965.28,0.98491
16500,2962.94,0.98491
17500,2935.77,0.98491
18500,2952.49,0.98491
19500,2961.37,0.98491
20500,2921.33,0.98491
21500,2963.57,0.98491
22500,2930.94,0.98491
23500,2965.53,0.98491
24500,2915.81,0.98491
25500,2937.93,0.98491
26500,2958.75,0.98491
27500,2956.52,0.98491
28500,2925.87,0.98491
29500,2943.53,0.98491
30000,2951.16,0.98491
