nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.97,3356.97
1500,3356.77,3356.77
2500,3356.64,3356.64
3500,3356.56,3356.56
4500,3356.73,3356.73
5500,3356.89,3356.89
6500,3356.68,3356.68
7500,3356.79,3356.79
8500,3356.96,3356.96
9500,3356.87,3356.87
10500,3356.98,3356.98
11500,3356.69,3356.69
12500,3356.71,3356.71
13500,3356.64,3356.64
14500,3356.68,3356.68
15500,3356.81,3356.81
16500,3356.93,3356.93
17500,3356.89,3356.89
18500,3356.86,3356.86
19500,3356.72,3356.72
20500,3356.67,3356.67
21500,3356.79,3356.79
22500,3356.62,3356.62
23500,3356.8,3356.8
24500,3357.04,3357.04
25500,3356.96,3356.96
26500,3356.86,3356.86
27500,3356.85,3356.85
28500,3356.89,3356.89
29500,3356.8,3356.8
30000,3356.79,3356.79
