nprobe,QPS,Recall@10
500,4478.24,0.9825
1500,4403.52,0.985
2500,4034.38,0.9855
3500,3540.58,0.9855
4500,3226.23,0.9855
5500,3338.24,0.9855
6500,3279.33,0.9855
7500,3038.89,0.9855
8500,3524.4,0.9855
9500,1463.32,0.9855
10500,2956.8,0.9855
11500,3962.08,0.9855
12500,4078.73,0.9855
13500,3590.99,0.9855
14500,1792.3,0.9855
15500,2743.84,0.9855
16500,4104.47,0.9855
17500,2844.52,0.9855
18500,3930.83,0.9855
19500,2696.09,0.9855
20500,2727.77,0.9855
21500,4271.65,0.9855
22500,4548.44,0.9855
23500,3611.07,0.9855
24500,3073.06,0.9855
25500,2729.35,0.9855
26500,3850.02,0.9855
27500,3382.04,0.9855
28500,1817.61,0.9855
29500,1041.56,0.9855
30000,1254.9,0.9855
