nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.4375,93.4375
1500,93.3711,93.3711
2500,93.3594,93.3594
3500,93.4219,93.4219
4500,93.5352,93.5352
5500,93.5977,93.5977
6500,93.5,93.5
7500,93.2305,93.2305
8500,93.4492,93.4492
9500,93.2969,93.2969
10500,93.332,93.332
11500,93.5859,93.5859
12500,93.6133,93.6133
13500,93.4219,93.4219
14500,93.2891,93.2891
15500,93.3555,93.3555
16500,93.5664,93.5664
17500,93.4883,93.4883
18500,93.293,93.293
19500,93.4688,93.4688
20500,93.6289,93.6289
21500,93.2852,93.2852
22500,93.3125,93.3125
23500,93.5625,93.5625
24500,93.6367,93.6367
25500,93.5977,93.5977
26500,93.5352,93.5352
27500,93.2461,93.2461
28500,93.4375,93.4375
29500,93.4727,93.4727
30000,93.5547,93.5547
