nprobe,QPS,Recall@10
500,153238,0.43365
1500,86954.9,0.61718
2500,56699.6,0.70433
3500,42704.1,0.75963
4500,34130.5,0.79943
5500,28250.9,0.82848
6500,20987.9,0.85143
7500,21227.6,0.87026
8500,18790.8,0.88536
9500,16871.5,0.89776
10500,15201.2,0.90823
11500,13862.8,0.91809
12500,12734.1,0.92667
13500,11707.3,0.93338
14500,10831,0.93907
15500,10090,0.94476
16500,9468.31,0.94981
17500,8928.53,0.95401
18500,8417.25,0.95783
19500,7986.26,0.96115
20500,7594.53,0.96359
21500,7219.81,0.96607
22500,6898.34,0.96809
23500,6597.89,0.97005
24500,6318.31,0.97174
25500,6062.8,0.97322
26500,5825.18,0.97445
27500,5603.5,0.9756
28500,5413.85,0.97668
29500,5226.89,0.97758
30000,5134.69,0.97796
