nprobe,QPS,Recall@10
500,4848.6,0.9715
1500,4906.38,0.9715
2500,4834.59,0.9715
3500,4849.04,0.9715
4500,5531.91,0.9715
5500,5085.18,0.9715
6500,4835.76,0.9715
7500,4904.62,0.9715
8500,4815,0.9715
9500,4915.93,0.9715
10500,4880.3,0.9715
11500,5795.62,0.9715
12500,4868.39,0.9715
13500,4888.44,0.9715
14500,4754.31,0.9715
15500,4819,0.9715
16500,4908.38,0.9715
17500,4905.5,0.9715
18500,4873.13,0.9715
19500,4840.21,0.9715
20500,5096.77,0.9715
21500,4822.79,0.9715
22500,4845.56,0.9715
23500,4948.73,0.9715
24500,4954.3,0.9715
25500,5606.78,0.9715
26500,5885.75,0.9715
27500,5866.28,0.9715
28500,3959.91,0.9715
29500,5113.52,0.9715
30000,3846.65,0.9715
