nprobe,QPS,Recall@10
500,93208.7,0.32088
1500,50594.6,0.59643
2500,38036.3,0.71559
3500,28214.9,0.78429
4500,24114.2,0.83107
5500,22658.3,0.86285
6500,18148.7,0.88581
7500,14686.5,0.9043
8500,15077.3,0.91842
9500,13359.3,0.92934
10500,11440.6,0.93726
11500,10035.4,0.94421
12500,9768.6,0.94979
13500,9258.72,0.95468
14500,8371.7,0.95843
15500,7667.73,0.96247
16500,7280.04,0.96519
17500,6979.15,0.96777
18500,6538.01,0.96985
19500,6433.13,0.9716
20500,6189.69,0.97331
21500,5649,0.97467
22500,5285.43,0.97588
23500,5380.72,0.97717
24500,4970.87,0.97818
25500,4912.76,0.97882
26500,4717.95,0.97949
27500,4645.75,0.98006
28500,4289.86,0.98055
29500,4305.16,0.9811
30000,4140.7,0.98126
