nprobe,QPS,Recall@10
500,2113.15,0.9045
1500,1009.66,0.975
2500,688.344,0.985
3500,567.786,0.988
4500,471.403,0.9875
5500,408.915,0.9875
6500,363.357,0.988
7500,311.233,0.988
8500,268.911,0.988
9500,281.028,0.988
10500,124.344,0.988
11500,153.081,0.988
12500,67.1272,0.988
13500,71.23,0.988
14500,91.9287,0.988
15500,93.4128,0.988
16500,104.134,0.988
17500,76.5802,0.988
18500,69.5985,0.988
19500,91.4831,0.988
20500,67.9907,0.988
21500,107.564,0.988
22500,141.175,0.988
23500,162.309,0.988
24500,179.491,0.988
25500,196.808,0.988
26500,90.8144,0.988
27500,194.598,0.988
28500,200.036,0.988
29500,198.031,0.988
30000,199.286,0.988
