nprobe,QPS,Recall@10
500,2549.69,0.9758
1500,2555.32,0.9758
2500,2570.31,0.9758
3500,2572.14,0.9758
4500,2548.73,0.9758
5500,2564.1,0.9758
6500,2562.42,0.9758
7500,2562.22,0.9758
8500,2550.7,0.9758
9500,2565.49,0.9758
10500,2559.48,0.9758
11500,2544.41,0.9758
12500,2550.71,0.9758
13500,2559.42,0.9758
14500,2567.5,0.9758
15500,2557.96,0.9758
16500,2545.77,0.9758
17500,2562.15,0.9758
18500,2544.48,0.9758
19500,2544.33,0.9758
20500,2561.33,0.9758
21500,2547.68,0.9758
22500,2560.68,0.9758
23500,2561.29,0.9758
24500,2550.81,0.9758
25500,2542.32,0.9758
26500,2539.35,0.9758
27500,2556.18,0.9758
28500,2528.87,0.9758
29500,2552.55,0.9758
30000,2563.18,0.9758
