nprobe,QPS,Recall@10
500,11965.5,0.8875
1500,8627.65,0.967
2500,10214.6,0.98
3500,8319.71,0.982
4500,6657.02,0.9835
5500,4064.88,0.983
6500,7278.52,0.9835
7500,6006.18,0.984
8500,4226.65,0.9845
9500,6116.13,0.9845
10500,7173.13,0.9845
11500,5786.22,0.9845
12500,7054.96,0.9845
13500,6844.41,0.9845
14500,4946.13,0.9845
15500,3532.06,0.9845
16500,3242.58,0.9845
17500,4567.11,0.9845
18500,4795.1,0.9845
19500,3530.1,0.9845
20500,3598.24,0.9845
21500,3104.48,0.9845
22500,2726.69,0.9845
23500,4821.44,0.9845
24500,3815.37,0.9845
25500,3047.72,0.9845
26500,3199.55,0.9845
27500,3626.37,0.9845
28500,3484.89,0.9845
29500,3908.58,0.9845
30000,2931.56,0.9845
