nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1276.18,1276.18
1500,1275.91,1275.91
2500,1275.91,1275.91
3500,1275.96,1275.96
4500,1276.01,1276.01
5500,1275.93,1275.93
6500,1275.95,1275.95
7500,1276.2,1276.2
8500,1275.98,1275.98
9500,1276.2,1276.2
10500,1276.09,1276.09
11500,1276.11,1276.11
12500,1276.03,1276.03
13500,1276.2,1276.2
14500,1276,1276
15500,1276.05,1276.05
16500,1275.97,1275.97
17500,1276,1276
18500,1276.03,1276.03
19500,1276.11,1276.11
20500,1276.1,1276.1
21500,1276.1,1276.1
22500,1276.12,1276.12
23500,1275.99,1275.99
24500,1276,1276
25500,1276.01,1276.01
26500,1276.26,1276.26
27500,1276.25,1276.25
28500,1276.16,1276.16
29500,1276.2,1276.2
30000,1275.96,1275.96
