nprobe,QPS,Recall@10
500,52448.3,0.98108
1500,53092.9,0.98108
2500,52811.3,0.98108
3500,53311.5,0.98108
4500,53199.3,0.98108
5500,52792.7,0.98108
6500,53271.8,0.98108
7500,53743.3,0.98108
8500,53164.7,0.98108
9500,52773.6,0.98108
10500,42581.7,0.98108
11500,53346.1,0.98108
12500,53428,0.98108
13500,52363.3,0.98108
14500,53496.4,0.98108
15500,53711.3,0.98108
16500,52798.9,0.98108
17500,53745.6,0.98108
18500,53285.7,0.98108
19500,53237.6,0.98108
20500,52256.6,0.98108
21500,52961.1,0.98108
22500,52772.7,0.98108
23500,53004.2,0.98108
24500,53431.7,0.98108
25500,49734.2,0.98108
26500,52886.8,0.98108
27500,53172,0.98108
28500,52457.7,0.98108
29500,53325.4,0.98108
30000,52984.3,0.98108
