nprobe,QPS,Recall@10
500,3538.75,0.178
1500,1923.43,0.3602
2500,1272.84,0.46
3500,931.303,0.5353
4500,744.708,0.5929
5500,632.867,0.6397
6500,549.218,0.6741
7500,488.601,0.7058
8500,436.894,0.7353
9500,392.81,0.7586
10500,363.547,0.7773
11500,335.854,0.7921
12500,309.319,0.8073
13500,284.338,0.8203
14500,268.96,0.8351
15500,252.155,0.8446
16500,240.075,0.854
17500,225.216,0.8627
18500,213.94,0.8698
19500,203.707,0.8777
20500,194.202,0.8854
21500,186.361,0.8915
22500,178.416,0.898
23500,172.21,0.9032
24500,166.302,0.9072
25500,160.202,0.9129
26500,153,0.9172
27500,146.865,0.921
28500,142.516,0.9247
29500,137.83,0.9284
30000,135.912,0.9299
