nprobe,QPS,Recall@10
500,33845.3,0.7928
1500,12735.8,0.9502
2500,8724.18,0.9758
3500,6584.54,0.9811
4500,5262.97,0.9821
5500,4442.51,0.9823
6500,3796.36,0.9823
7500,3297.11,0.9823
8500,2892.3,0.9823
9500,2644.72,0.9823
10500,2582.94,0.9823
11500,2486.13,0.9823
12500,2568.83,0.9823
13500,2585.78,0.9823
14500,2581.76,0.9823
15500,2587.94,0.9823
16500,2567.5,0.9823
17500,2551.95,0.9823
18500,2577.01,0.9823
19500,2399.53,0.9823
20500,2594.64,0.9823
21500,2604.92,0.9823
22500,2589.23,0.9823
23500,2575.66,0.9823
24500,2584.9,0.9823
25500,2589.38,0.9823
26500,2586,0.9823
27500,2544.27,0.9823
28500,2604.88,0.9823
29500,2526.63,0.9823
30000,2582.13,0.9823
