nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.04,7505.04
1500,7505.23,7505.23
2500,7505.11,7505.11
3500,7505.2,7505.2
4500,7504.95,7504.95
5500,7505.12,7505.12
6500,7504.98,7504.98
7500,7504.93,7504.93
8500,7505.12,7505.12
9500,7505.01,7505.01
10500,7505.04,7505.04
11500,7504.84,7504.84
12500,7504.82,7504.82
13500,7505.06,7505.06
14500,7505.14,7505.14
15500,7505.12,7505.12
16500,7504.97,7504.97
17500,7505.02,7505.02
18500,7505.14,7505.14
19500,7505.11,7505.11
20500,7504.85,7504.85
21500,7505.11,7505.11
22500,7505.13,7505.13
23500,7505.11,7505.11
24500,7505.19,7505.19
25500,7505.19,7505.19
26500,7504.93,7504.93
27500,7505.11,7505.11
28500,7505.19,7505.19
29500,7504.82,7504.82
30000,7505.23,7505.23
