nprobe,QPS,Recall@10
500,18529.7,0.9743
1500,6791.7,0.9834
2500,6028.58,0.9834
3500,5963.67,0.9834
4500,5961.67,0.9834
5500,5930.81,0.9834
6500,5933.54,0.9834
7500,5916.04,0.9834
8500,5870.99,0.9834
9500,5892.61,0.9834
10500,5874.59,0.9834
11500,4700.87,0.9834
12500,4978.89,0.9834
13500,5016.42,0.9834
14500,4696.28,0.9834
15500,6167.19,0.9834
16500,5876.88,0.9834
17500,5932.2,0.9834
18500,5907.34,0.9834
19500,5865.38,0.9834
20500,5925.48,0.9834
21500,5876.63,0.9834
22500,5889.43,0.9834
23500,5935.42,0.9834
24500,5856.49,0.9834
25500,5845.64,0.9834
26500,5933.35,0.9834
27500,6005.58,0.9834
28500,5865.6,0.9834
29500,5899.56,0.9834
30000,5916.16,0.9834
