nprobe,QPS,Recall@10
500,5502.09,0.881
1500,3000.06,0.975
2500,2010.85,0.984
3500,1564.26,0.986
4500,1144.93,0.987
5500,1095.1,0.9875
6500,707.706,0.988
7500,561.562,0.988
8500,505.956,0.9885
9500,493.114,0.9885
10500,402.222,0.9885
11500,436.009,0.9885
12500,398.177,0.9885
13500,353.434,0.9885
14500,355.05,0.9885
15500,334.025,0.9885
16500,323.805,0.9885
17500,306.957,0.9885
18500,261.667,0.9885
19500,227.966,0.9885
20500,268.782,0.9885
21500,249.009,0.9885
22500,235.182,0.9885
23500,253.02,0.9885
24500,243.62,0.9885
25500,232.322,0.9885
26500,229.773,0.9885
27500,200.319,0.9885
28500,202.808,0.9885
29500,203.091,0.9885
30000,188.878,0.9885
