nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.77,1030.77
1500,1030.76,1030.76
2500,1030.75,1030.75
3500,1030.68,1030.68
4500,1030.64,1030.64
5500,1030.74,1030.74
6500,1030.64,1030.64
7500,1030.8,1030.8
8500,1030.66,1030.66
9500,1030.58,1030.58
10500,1030.58,1030.58
11500,1030.48,1030.48
12500,1030.73,1030.73
13500,1030.57,1030.57
14500,1030.62,1030.62
15500,1030.64,1030.64
16500,1030.77,1030.77
17500,1030.54,1030.54
18500,1030.79,1030.79
19500,1030.48,1030.48
20500,1030.73,1030.73
21500,1030.58,1030.58
22500,1030.42,1030.42
23500,1030.61,1030.61
24500,1030.77,1030.77
25500,1030.77,1030.77
26500,1030.68,1030.68
27500,1030.71,1030.71
28500,1030.68,1030.68
29500,1030.77,1030.77
30000,1030.62,1030.62
