nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.97,1111.97
1500,1111.75,1111.75
2500,1111.91,1111.91
3500,1111.91,1111.91
4500,1112.01,1112.01
5500,1111.91,1111.91
6500,1111.91,1111.91
7500,1111.73,1111.73
8500,1111.86,1111.86
9500,1111.9,1111.9
10500,1111.69,1111.69
11500,1111.98,1111.98
12500,1111.94,1111.94
13500,1111.73,1111.73
14500,1111.68,1111.68
15500,1111.92,1111.92
16500,1111.59,1111.59
17500,1111.56,1111.56
18500,1111.69,1111.69
19500,1111.69,1111.69
20500,1111.59,1111.59
21500,1111.73,1111.73
22500,1111.76,1111.76
23500,1111.73,1111.73
24500,1111.96,1111.96
25500,1111.76,1111.76
26500,1111.73,1111.73
27500,1111.79,1111.79
28500,1111.7,1111.7
29500,1111.64,1111.64
30000,1111.84,1111.84
