nprobe,QPS,Recall@10
500,4711.95,0.97053
1500,2018.61,0.98358
2500,1278.09,0.98361
3500,937.663,0.98362
4500,744.532,0.98362
5500,678.855,0.98362
6500,678.445,0.98362
7500,675.735,0.98362
8500,676.366,0.98362
9500,678.026,0.98362
10500,675.766,0.98362
11500,673.19,0.98362
12500,674.414,0.98362
13500,674.017,0.98362
14500,675.526,0.98362
15500,674.161,0.98362
16500,675.65,0.98362
17500,675.333,0.98362
18500,675.421,0.98362
19500,672.026,0.98362
20500,674.744,0.98362
21500,677.92,0.98362
22500,676.222,0.98362
23500,676.193,0.98362
24500,677.903,0.98362
25500,674.166,0.98362
26500,675.876,0.98362
27500,676.021,0.98362
28500,676.614,0.98362
29500,673.162,0.98362
30000,673.552,0.98362
