nprobe,QPS,Recall@10
500,70940.4,0.87672
1500,30518.2,0.9839
2500,23633.5,0.98477
3500,23551,0.98477
4500,18544.1,0.98477
5500,19285.5,0.98477
6500,23665.1,0.98477
7500,23668.3,0.98477
8500,23634.2,0.98477
9500,21183.9,0.98477
10500,23682.2,0.98477
11500,23461.9,0.98477
12500,23635.8,0.98477
13500,23675.8,0.98477
14500,23593.2,0.98477
15500,23680.6,0.98477
16500,23606.9,0.98477
17500,23646.6,0.98477
18500,23599.7,0.98477
19500,23587.1,0.98477
20500,23683.6,0.98477
21500,23633.1,0.98477
22500,23616.6,0.98477
23500,23556.5,0.98477
24500,23642.7,0.98477
25500,23619.9,0.98477
26500,17689.1,0.98477
27500,23591.6,0.98477
28500,23629.1,0.98477
29500,23407,0.98477
30000,23273.2,0.98477
