nprobe,QPS,Recall@10
500,8039.99,0.9815
1500,6139.53,0.9815
2500,7387.5,0.9815
3500,6023.01,0.9815
4500,13488.4,0.9815
5500,3627.16,0.9815
6500,9542.27,0.9815
7500,6181.47,0.9815
8500,8340.82,0.9815
9500,7001.53,0.9815
10500,6653.76,0.9815
11500,8243.35,0.9815
12500,8824.93,0.9815
13500,4473.28,0.9815
14500,8300.15,0.9815
15500,7444.75,0.9815
16500,12346.7,0.9815
17500,9443.39,0.9815
18500,5800.4,0.9815
19500,12296.5,0.9815
20500,6828.34,0.9815
21500,7379.81,0.9815
22500,7887.24,0.9815
23500,25037.5,0.9815
24500,9015.64,0.9815
25500,8412.82,0.9815
26500,7891.04,0.9815
27500,11894.8,0.9815
28500,8295.43,0.9815
29500,6362.68,0.9815
30000,5278.77,0.9815
