nprobe,QPS,Recall@10
500,11314.1,0.43365
1500,8079.98,0.61718
2500,6252.01,0.70433
3500,5180.79,0.75963
4500,4345.66,0.79943
5500,3751.47,0.82848
6500,3365.31,0.85143
7500,2965.22,0.87026
8500,2706.19,0.88536
9500,2453.31,0.89776
10500,2251.13,0.90823
11500,2074.77,0.91809
12500,1931.77,0.92667
13500,1806.11,0.93338
14500,1685.98,0.93907
15500,1591.78,0.94476
16500,1509.44,0.94981
17500,1422.9,0.95401
18500,1343.02,0.95783
19500,1289.97,0.96115
20500,1224.32,0.96359
21500,1169.09,0.96607
22500,1127.65,0.96809
23500,1083.25,0.97005
24500,1040.63,0.97174
25500,997.376,0.97322
26500,962.764,0.97445
27500,929.386,0.9756
28500,899.078,0.97668
29500,858.743,0.97758
30000,854.015,0.97796
