nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.4961,93.4961
1500,93.4414,93.4414
2500,93.3438,93.3438
3500,93.4844,93.4844
4500,93.4648,93.4648
5500,93.3711,93.3711
6500,93.5938,93.5938
7500,93.4453,93.4453
8500,93.5117,93.5117
9500,93.4922,93.4922
10500,93.2266,93.2266
11500,93.5195,93.5195
12500,93.5977,93.5977
13500,93.3047,93.3047
14500,93.5234,93.5234
15500,93.5273,93.5273
16500,93.4844,93.4844
17500,93.5195,93.5195
18500,93.6367,93.6367
19500,93.625,93.625
20500,93.2891,93.2891
21500,93.6094,93.6094
22500,93.4922,93.4922
23500,93.2695,93.2695
24500,93.6484,93.6484
25500,93.3711,93.3711
26500,93.6328,93.6328
27500,93.4062,93.4062
28500,93.4023,93.4023
29500,93.1797,93.1797
30000,93.4648,93.4648
