nprobe,QPS,Recall@10
500,16332.5,0.458
1500,14703.8,0.7555
2500,12766.1,0.865
3500,10010.4,0.913
4500,8124.29,0.937
5500,6359.84,0.954
6500,5660.08,0.966
7500,4866.84,0.971
8500,4298.34,0.9775
9500,3587.55,0.979
10500,3066.12,0.981
11500,2622.88,0.982
12500,2830.74,0.9845
13500,2652.54,0.985
14500,2679.33,0.986
15500,2579.33,0.9875
16500,2159.08,0.9875
17500,2126.71,0.988
18500,2160.03,0.9885
19500,2035.02,0.9885
20500,1923.03,0.989
21500,1901.01,0.9895
22500,1630.84,0.9895
23500,1685.76,0.9895
24500,1697.26,0.9895
25500,1631.72,0.9895
26500,1299.43,0.9895
27500,1480.92,0.9895
28500,1164.63,0.9895
29500,1110.17,0.9895
30000,1094.84,0.9895
