nprobe,QPS,Recall@10
500,4808.3,0.87672
1500,2036.11,0.9839
2500,1565.68,0.98477
3500,1569.05,0.98477
4500,1567.96,0.98477
5500,1566.53,0.98477
6500,1565.54,0.98477
7500,1564.46,0.98477
8500,1566.62,0.98477
9500,1565.16,0.98477
10500,1568.21,0.98477
11500,1564.97,0.98477
12500,1567.57,0.98477
13500,1565.21,0.98477
14500,1570.62,0.98477
15500,1564.93,0.98477
16500,1570.35,0.98477
17500,1562.77,0.98477
18500,1568.94,0.98477
19500,1567.84,0.98477
20500,1561.69,0.98477
21500,1567.38,0.98477
22500,1567.99,0.98477
23500,1566.47,0.98477
24500,1564.39,0.98477
25500,1567.77,0.98477
26500,1564.18,0.98477
27500,1567.85,0.98477
28500,1543.49,0.98477
29500,1567.01,0.98477
30000,1559.91,0.98477
